,Year,StateAbbr,Data_Value,GeoLocation,Short_Question_Text,CityName,Median_Income
51732,2016,CA,59.0,"(34.4152490421, -118.449875066)",Colorectal Cancer Screening,Santa Clarita,92736.0
51733,2016,CA,31.4,"(34.4161336737, -119.712907889)",Sleep <7 hours,Santa Barbara,
51734,2016,CA,51.8,"(33.721281833, -117.890270714)",Dental Visit,Santa Ana,
51735,2016,CA,,"(33.7569728684, -117.816597456)",Pap Smear Test,Tustin,86174.0
51736,2016,CA,78.8,"(33.9448784072, -118.17822835)",Mammography,South Gate,
51737,2016,CA,36.9,"(38.00924906, -121.341985382)",Core preventive services for older men,Stockton,
51738,2016,CA,17.1,"(33.9611660253, -118.222110913)",Core preventive services for older men,South Gate,
51739,2016,CA,78.5,"(37.4003925613, -121.991172813)",Mammography,Sunnyvale,
51740,2016,CA,85.2,"(33.9560594245, -118.224208215)",Pap Smear Test,South Gate,
51741,2016,CA,76.9,"(37.5937913194, -122.064851269)",Pap Smear Test,Union City,105975.0
51742,2016,CA,36.3,"(34.4213008172, -119.646934382)",Core preventive services for older women,Santa Barbara,
51743,2016,CA,8.0,"(38.3318107246, -121.947368168)",Teeth Loss,Vacaville,
51744,2016,CA,39.2,"(37.9644446225, -121.268659524)",Sleep <7 hours,Stockton,
51745,2016,CA,37.4,"(33.4805919537, -117.070008986)",Sleep <7 hours,Temecula,
51746,2016,CA,66.6,"(37.6011864549, -122.042754057)",Colorectal Cancer Screening,Union City,105975.0
51747,2016,CA,66.8,"(37.7458952219, -121.40321925)",Colorectal Cancer Screening,Tracy,101600.0
51748,2016,CA,84.8,"(38.0355866082, -121.327280232)",Pap Smear Test,Stockton,
51749,2016,CA,82.8,"(34.9119907323, -120.425824154)",Pap Smear Test,Santa Maria,
51750,2016,CA,69.8,"(37.5773806534, -122.074671843)",Colorectal Cancer Screening,Union City,105975.0
51751,2016,CA,75.5,"(37.3588303777, -122.009867997)",Colorectal Cancer Screening,Sunnyvale,
51752,2016,CA,28.7,"(37.7521314161, -121.420735246)",Core preventive services for older women,Tracy,101600.0
51753,2016,CA,4.8,"(34.4462570934, -118.545778504)",Teeth Loss,Santa Clarita,92736.0
51754,2016,CA,84.4,"(37.7436586409, -121.444046782)",Pap Smear Test,Tracy,101600.0
51755,2016,CA,43.2,"(38.324331139, -121.981183065)",Sleep <7 hours,Vacaville,
51756,2016,CA,70.2,"(34.1364824101, -117.643699917)",Colorectal Cancer Screening,Upland,
51757,2016,CA,11.9,"(34.2688364073, -118.753428177)",Teeth Loss,Simi Valley,
51758,2016,CA,84.5,"(37.7458952219, -121.40321925)",Pap Smear Test,Tracy,101600.0
51759,2016,CA,42.1,"(34.1843456115, -118.832010753)",Core preventive services for older women,Thousand Oaks,
51760,2016,CA,9.2,"(34.2106412412, -118.876471231)",Teeth Loss,Thousand Oaks,
51761,2016,CA,5.4,"(37.3489608132, -121.987142101)",Teeth Loss,Santa Clara,123075.0
51762,2016,CA,32.9,"(34.1750753875, -118.845548718)",Core preventive services for older men,Thousand Oaks,
51763,2016,CA,76.0,"(37.4003037237, -121.971212443)",Dental Visit,Santa Clara,123075.0
51764,2016,CA,39.5,"(34.2940590769, -118.753554212)",Core preventive services for older women,Simi Valley,
51765,2016,CA,32.9,"(34.1178445701, -117.660290062)",Core preventive services for older women,Upland,
51766,2016,CA,62.7,"(33.8771395759, -118.330561536)",Colorectal Cancer Screening,Torrance,
51767,2016,CA,39.8,"(37.9167395818, -121.283674954)",Sleep <7 hours,Stockton,
51768,2016,CA,4.8,"(37.3573939876, -122.026267328)",Teeth Loss,Sunnyvale,
51769,2016,CA,31.4,"(37.9766322679, -121.311121669)",Core preventive services for older men,Stockton,
51770,2016,CA,48.6,"(33.9476026977, -118.203366696)",Colorectal Cancer Screening,South Gate,
51771,2016,CA,35.2,"(33.5029980884, -117.12239028)",Core preventive services for older men,Temecula,
51772,2016,CA,31.0,"(34.241401641, -118.801865215)",Sleep <7 hours,Simi Valley,
51773,2016,CA,28.9,"(34.4193106138, -118.464047158)",Core preventive services for older men,Santa Clarita,92736.0
51774,2016,CA,,"(37.4263181792, -122.03010824)",Pap Smear Test,Sunnyvale,
51775,2016,CA,69.6,"(34.4524041045, -118.538453017)",Colorectal Cancer Screening,Santa Clarita,92736.0
51776,2016,CA,80.9,"(37.9766322679, -121.311121669)",Mammography,Stockton,
51777,2016,CA,40.8,"(34.2523321572, -118.787012214)",Core preventive services for older women,Simi Valley,
51778,2016,CA,80.0,"(38.0341128923, -121.301594366)",Mammography,Stockton,
51779,2016,CA,64.4,"(38.0194911288, -121.271737609)",Dental Visit,Stockton,
51780,2016,CA,79.7,"(34.4354255935, -118.539168662)",Mammography,Santa Clarita,92736.0
51781,2016,CA,37.2,"(37.7091799045, -121.443706763)",Core preventive services for older men,Tracy,101600.0
51782,2016,CA,32.1,"(37.5773806534, -122.074671843)",Core preventive services for older men,Union City,105975.0
51783,2016,CA,25.7,"(38.0025908304, -121.285181972)",Core preventive services for older men,Stockton,
51784,2016,CA,69.7,"(34.4441227037, -118.516245804)",Colorectal Cancer Screening,Santa Clarita,92736.0
51785,2016,CA,72.1,"(37.3461126476, -121.973499705)",Colorectal Cancer Screening,Santa Clara,123075.0
51786,2016,CA,36.5,"(34.0227687768, -118.484096193)",Core preventive services for older women,Santa Monica,
51787,2016,CA,71.3,"(33.8628065206, -118.331853544)",Dental Visit,Torrance,
51788,2016,CA,78.1,"(37.5937913194, -122.064851269)",Mammography,Union City,105975.0
51789,2016,CA,84.7,"(38.4268085432, -122.670574663)",Pap Smear Test,Santa Rosa,81086.0
51790,2016,CA,41.6,"(34.4441227037, -118.516245804)",Core preventive services for older women,Santa Clarita,92736.0
51791,2016,CA,70.7,"(37.3452474712, -122.037130619)",Colorectal Cancer Screening,Sunnyvale,
51792,2016,CA,81.6,"(37.37962149, -122.056544847)",Mammography,Sunnyvale,
51793,2016,CA,33.3,"(33.7086589473, -117.862417594)",Sleep <7 hours,Santa Ana,
51794,2016,CA,40.7,"(37.3914586425, -122.038499699)",Core preventive services for older men,Sunnyvale,
51795,2016,CA,34.9,"(34.2770401325, -118.737178173)",Core preventive services for older men,Simi Valley,
51796,2016,CA,82.2,"(34.4161336737, -119.712907889)",Pap Smear Test,Santa Barbara,
51797,2016,CA,35.6,"(37.3606846567, -121.972409029)",Core preventive services for older women,Santa Clara,123075.0
51798,2016,CA,74.2,"(38.4229349923, -122.719246594)",Mammography,Santa Rosa,81086.0
51799,2016,CA,52.0,"(38.0247683691, -121.300995961)",Colorectal Cancer Screening,Stockton,
51800,2016,CA,13.1,"(37.5188116404, -120.820734449)",Teeth Loss,Turlock,
51801,2016,CA,84.8,"(34.2866653139, -118.707196973)",Pap Smear Test,Simi Valley,
51802,2016,CA,22.4,"(33.7343242016, -117.871279588)",Core preventive services for older women,Santa Ana,
51803,2016,CA,80.2,"(37.3448816997, -122.045842455)",Mammography,Sunnyvale,
51804,2016,CA,35.3,"(38.0300651655, -121.380843414)",Core preventive services for older men,Stockton,
51805,2016,CA,38.5,"(34.371559958, -118.551317482)",Core preventive services for older women,Santa Clarita,92736.0
51806,2016,CA,23.9,"(33.9476026977, -118.203366696)",Core preventive services for older women,South Gate,
51807,2016,CA,56.9,"(37.983399769, -121.278403399)",Colorectal Cancer Screening,Stockton,
51808,2016,CA,34.4,"(34.2770040199, -118.724170454)",Sleep <7 hours,Simi Valley,
51809,2016,CA,33.9,"(38.4432316158, -122.758348069)",Sleep <7 hours,Santa Rosa,81086.0
51810,2016,CA,11.7,"(33.7054416584, -117.914049179)",Teeth Loss,Santa Ana,
51811,2016,CA,62.5,"(34.4203889439, -119.721159834)",Colorectal Cancer Screening,Santa Barbara,
51812,2016,CA,40.4,"(37.3556391792, -122.04153829)",Core preventive services for older women,Sunnyvale,
51813,2016,CA,79.1,"(33.7308102521, -117.882544466)",Mammography,Santa Ana,
51814,2016,CA,80.5,"(38.0483069888, -121.278110229)",Mammography,Stockton,
51815,2016,CA,47.9,"(33.7211061253, -117.898683685)",Dental Visit,Santa Ana,
51816,2016,CA,80.5,"(37.3677814755, -121.984489379)",Pap Smear Test,Santa Clara,123075.0
51817,2016,CA,30.2,"(34.4273462269, -119.68566727)",Sleep <7 hours,Santa Barbara,
51818,2016,CA,80.6,"(33.7623712262, -117.765528339)",Mammography,Tustin,86174.0
51819,2016,CA,38.8,"(34.2348764376, -118.765092633)",Core preventive services for older men,Simi Valley,
51820,2016,CA,70.4,"(38.4609948214, -122.761087335)",Colorectal Cancer Screening,Santa Rosa,81086.0
51821,2016,CA,78.6,"(33.7308520326, -117.810730968)",Pap Smear Test,Tustin,86174.0
51822,2016,CA,32.8,"(34.4454922988, -119.752325384)",Core preventive services for older women,Santa Barbara,
51823,2016,CA,9.6,"(33.709772069, -117.89126351)",Teeth Loss,Santa Ana,
51824,2016,CA,82.1,"(34.931917608, -120.463723433)",Pap Smear Test,Santa Maria,
51825,2016,CA,,"(34.1865002225, -118.976638264)",Colorectal Cancer Screening,Thousand Oaks,
51826,2016,CA,78.7,"(33.7280679273, -117.847017977)",Mammography,Santa Ana,
51827,2016,CA,84.1,"(33.7674579505, -117.860883031)",Pap Smear Test,Santa Ana,
51828,2016,CA,83.1,"(33.8345985464, -118.341641983)",Pap Smear Test,Torrance,
51829,2016,CA,20.4,"(33.9448784072, -118.17822835)",Core preventive services for older men,South Gate,
51830,2016,CA,37.7,"(34.1808191288, -118.902268376)",Core preventive services for older men,Thousand Oaks,
51831,2016,CA,28.5,"(34.1007303469, -117.691061317)",Core preventive services for older women,Upland,
51832,2016,CA,79.9,"(34.1178445701, -117.660290062)",Pap Smear Test,Upland,
51833,2016,CA,9.0,"(38.0506350728, -121.385318914)",Teeth Loss,Stockton,
51834,2016,CA,84.8,"(34.4309086995, -119.722297937)",Pap Smear Test,Santa Barbara,
51835,2016,CA,81.5,"(33.7366948419, -117.881890237)",Pap Smear Test,Santa Ana,
51836,2016,CA,72.1,"(34.0231891612, -118.481563937)",Colorectal Cancer Screening,Santa Monica,
51837,2016,CA,36.6,"(33.5029980884, -117.12239028)",Core preventive services for older women,Temecula,
51838,2016,CA,37.3,"(38.0354832634, -121.353346998)",Sleep <7 hours,Stockton,
51839,2016,CA,15.3,"(34.9799170481, -120.44450111)",Teeth Loss,Santa Maria,
51840,2016,CA,5.2,"(38.4344787054, -122.654464877)",Teeth Loss,Santa Rosa,81086.0
51841,2016,CA,23.5,"(38.4287350438, -122.72489323)",Core preventive services for older women,Santa Rosa,81086.0
51842,2016,CA,78.3,"(33.9614969494, -118.21531635)",Mammography,South Gate,
51843,2016,CA,63.1,"(38.4156077774, -122.711081037)",Colorectal Cancer Screening,Santa Rosa,81086.0
51844,2016,CA,9.5,"(37.4003925613, -121.991172813)",Teeth Loss,Sunnyvale,
51845,2016,CA,40.7,"(37.9400142453, -121.316999544)",Sleep <7 hours,Stockton,
51846,2016,CA,75.6,"(34.0183127182, -118.455953489)",Dental Visit,Santa Monica,
51847,2016,CA,6.0,"(38.323694518, -121.949147483)",Teeth Loss,Vacaville,
51848,2016,CA,57.6,"(37.7468444804, -121.430479389)",Dental Visit,Tracy,101600.0
51849,2016,CA,77.1,"(38.0247345719, -121.287050149)",Pap Smear Test,Stockton,
51850,2016,CA,50.8,"(37.484309707, -120.842840773)",Dental Visit,Turlock,
51851,2016,CA,80.0,"(37.9858785238, -121.298890736)",Mammography,Stockton,
51852,2016,CA,67.8,"(33.7485313633, -117.808178683)",Colorectal Cancer Screening,Tustin,86174.0
51853,2016,CA,36.9,"(33.7284876247, -117.814788721)",Core preventive services for older men,Tustin,86174.0
51854,2016,CA,36.4,"(38.4407834311, -122.592038388)",Core preventive services for older women,Santa Rosa,81086.0
51855,2016,CA,,"(34.8809928233, -120.440746209)",Core preventive services for older women,Santa Maria,
51856,2016,CA,57.8,"(37.9192481809, -121.211449308)",Colorectal Cancer Screening,Stockton,
51857,2016,CA,66.5,"(37.7436586409, -121.444046782)",Colorectal Cancer Screening,Tracy,101600.0
51858,2016,CA,36.2,"(37.7243277375, -121.444621463)",Core preventive services for older men,Tracy,101600.0
51859,2016,CA,20.0,"(33.7442594965, -117.899422814)",Core preventive services for older women,Santa Ana,
51860,2016,CA,80.0,"(37.3646197504, -121.967932117)",Mammography,Santa Clara,123075.0
51861,2016,CA,67.9,"(34.2779735652, -118.769381119)",Dental Visit,Simi Valley,
51862,2016,CA,34.8,"(33.7329217488, -117.821488489)",Sleep <7 hours,Tustin,86174.0
51863,2016,CA,28.4,"(38.4599775639, -122.699336539)",Sleep <7 hours,Santa Rosa,81086.0
51864,2016,CA,73.1,"(34.3880058101, -118.560212518)",Dental Visit,Santa Clarita,92736.0
51865,2016,CA,22.9,"(37.5064389451, -120.8543057)",Core preventive services for older women,Turlock,
51866,2016,CA,76.1,"(37.3914586425, -122.038499699)",Colorectal Cancer Screening,Sunnyvale,
51867,2016,CA,75.0,"(34.1272010398, -117.680428772)",Dental Visit,Upland,
51868,2016,CA,6.1,"(34.435970716, -118.490321033)",Teeth Loss,Santa Clarita,92736.0
51869,2016,CA,73.6,"(34.2974948944, -118.703430931)",Colorectal Cancer Screening,Simi Valley,
51870,2016,CA,71.2,"(34.0323370751, -118.47225291)",Colorectal Cancer Screening,Santa Monica,
51871,2016,CA,12.2,"(34.9708131997, -120.418443578)",Teeth Loss,Santa Maria,
51872,2016,CA,79.5,"(34.430627991, -118.484420247)",Mammography,Santa Clarita,92736.0
51873,2016,CA,4.9,"(37.3697817684, -122.011041794)",Teeth Loss,Sunnyvale,
51874,2016,CA,84.3,"(34.2688364073, -118.753428177)",Pap Smear Test,Simi Valley,
51875,2016,CA,23.8,"(34.956733349, -120.426592356)",Core preventive services for older men,Santa Maria,
51876,2016,CA,6.0,"(33.8083077961, -118.337281589)",Teeth Loss,Torrance,
51877,2016,CA,6.5,"(34.4245304213, -119.752615287)",Teeth Loss,Santa Barbara,
51878,2016,CA,71.0,"(33.753096298, -117.824372488)",Dental Visit,Tustin,86174.0
51879,2016,CA,85.6,"(37.9613436755, -121.305799146)",Pap Smear Test,Stockton,
51880,2016,CA,34.3,"(37.9313087317, -121.268643454)",Teeth Loss,Stockton,
51881,2016,CA,34.6,"(33.5183311005, -117.110436556)",Sleep <7 hours,Temecula,
51882,2016,CA,80.4,"(34.4060351761, -118.409532876)",Mammography,Santa Clarita,92736.0
51883,2016,CA,28.6,"(33.9427499525, -118.18504721)",Core preventive services for older women,South Gate,
51884,2016,CA,78.7,"(33.742890227, -117.835083555)",Mammography,Tustin,86174.0
51885,2016,CA,33.8,"(34.4441227037, -118.516245804)",Core preventive services for older men,Santa Clarita,92736.0
51886,2016,CA,80.9,"(37.5052158271, -120.858762412)",Pap Smear Test,Turlock,
51887,2016,CA,,"(37.6831017301, -121.469094144)",Dental Visit,Tracy,101600.0
51888,2016,CA,34.6,"(33.8345985464, -118.341641983)",Sleep <7 hours,Torrance,
51889,2016,CA,70.9,"(34.0227687768, -118.484096193)",Dental Visit,Santa Monica,
51890,2016,CA,70.4,"(38.4654612, -122.65637528)",Dental Visit,Santa Rosa,81086.0
51891,2016,CA,41.7,"(37.3445502647, -122.006740113)",Core preventive services for older men,Sunnyvale,
51892,2016,CA,40.1,"(37.9644446225, -121.268659524)",Dental Visit,Stockton,
51893,2016,CA,81.8,"(37.9345564961, -121.259983708)",Pap Smear Test,Stockton,
51894,2016,CA,68.1,"(33.7965491925, -118.345488838)",Colorectal Cancer Screening,Torrance,
51895,2016,CA,28.8,"(37.9244357407, -121.310384188)",Core preventive services for older men,Stockton,
51896,2016,CA,83.4,"(38.4432316158, -122.758348069)",Pap Smear Test,Santa Rosa,81086.0
51897,2016,CA,36.3,"(37.6028390812, -122.018966106)",Sleep <7 hours,Union City,105975.0
51898,2016,CA,79.3,"(33.8139811432, -118.324044962)",Mammography,Torrance,
51899,2016,CA,85.2,"(33.9447322664, -118.192550525)",Pap Smear Test,South Gate,
51900,2016,CA,80.5,"(34.0281567285, -118.490421164)",Mammography,Santa Monica,
51901,2016,CA,79.0,"(34.2686474432, -118.726882155)",Mammography,Simi Valley,
51902,2016,CA,29.4,"(34.9799170481, -120.44450111)",Core preventive services for older men,Santa Maria,
51903,2016,CA,65.0,"(34.1750753875, -118.845548718)",Dental Visit,Thousand Oaks,
51904,2016,CA,75.1,"(33.4952198798, -117.103072907)",Dental Visit,Temecula,
51905,2016,CA,73.7,"(34.1280325433, -117.66079586)",Colorectal Cancer Screening,Upland,
51906,2016,CA,31.1,"(37.3834416566, -122.025624324)",Sleep <7 hours,Sunnyvale,
51907,2016,CA,69.6,"(37.3851460995, -122.02478052)",Dental Visit,Sunnyvale,
51908,2016,CA,37.3,"(33.7480729688, -117.868537664)",Dental Visit,Santa Ana,
51909,2016,CA,80.4,"(38.0194911288, -121.271737609)",Mammography,Stockton,
51910,2016,CA,,"(34.2273511141, -118.720379142)",Mammography,Simi Valley,
51911,2016,CA,83.7,"(37.3914586425, -122.038499699)",Pap Smear Test,Sunnyvale,
51912,2016,CA,64.0,"(37.502180142, -120.888101542)",Colorectal Cancer Screening,Turlock,
51913,2016,CA,47.1,"(37.9640352875, -121.290138559)",Dental Visit,Stockton,
51914,2016,CA,33.1,"(34.4221480286, -118.439970875)",Core preventive services for older men,Santa Clarita,92736.0
51915,2016,CA,84.5,"(33.479669042, -117.085928376)",Pap Smear Test,Temecula,
51916,2016,CA,41.4,"(33.8530265758, -118.370282201)",Core preventive services for older women,Torrance,
51917,2016,CA,21.6,"(34.956733349, -120.426592356)",Core preventive services for older women,Santa Maria,
51918,2016,CA,,"(33.7693904249, -117.796147689)",Dental Visit,Tustin,86174.0
51919,2016,CA,74.1,"(34.4419081073, -118.385691093)",Dental Visit,Santa Clarita,92736.0
51920,2016,CA,83.0,"(37.9905867802, -121.308747947)",Pap Smear Test,Stockton,
51921,2016,CA,38.0,"(37.3378470504, -121.962264133)",Core preventive services for older men,Santa Clara,123075.0
51922,2016,CA,36.4,"(33.7348754655, -117.925971985)",Sleep <7 hours,Santa Ana,
51923,2016,CA,83.1,"(37.3646098128, -122.041642721)",Pap Smear Test,Sunnyvale,
51924,2016,CA,78.0,"(34.4152490421, -118.449875066)",Mammography,Santa Clarita,92736.0
51925,2016,CA,,"(37.9036187582, -121.20113328)",Sleep <7 hours,Stockton,
51926,2016,CA,61.1,"(38.0019053412, -121.307265093)",Dental Visit,Stockton,
51927,2016,CA,76.0,"(33.458525807, -117.092077669)",Dental Visit,Temecula,
51928,2016,CA,35.0,"(34.1417760246, -117.660240525)",Core preventive services for older men,Upland,
51929,2016,CA,19.6,"(37.9644446225, -121.268659524)",Core preventive services for older women,Stockton,
51930,2016,CA,29.2,"(38.0248584717, -121.352090716)",Core preventive services for older women,Stockton,
51931,2016,CA,21.2,"(38.0025908304, -121.285181972)",Teeth Loss,Stockton,
51932,2016,CA,30.6,"(37.5849858541, -122.068360728)",Core preventive services for older women,Union City,105975.0
51933,2016,CA,74.1,"(38.3401252566, -121.944436936)",Dental Visit,Vacaville,
51934,2016,CA,85.7,"(34.1750753875, -118.845548718)",Pap Smear Test,Thousand Oaks,
51935,2016,CA,67.7,"(34.430627991, -118.484420247)",Colorectal Cancer Screening,Santa Clarita,92736.0
51936,2016,CA,39.3,"(34.450506048, -119.705826778)",Core preventive services for older women,Santa Barbara,
51937,2016,CA,79.7,"(38.3539249676, -121.967074878)",Mammography,Vacaville,
51938,2016,CA,31.3,"(34.1686448823, -118.946524558)",Sleep <7 hours,Thousand Oaks,
51939,2016,CA,34.1,"(38.378482222, -121.985114268)",Core preventive services for older women,Vacaville,
51940,2016,CA,71.9,"(34.006281154, -118.484846231)",Colorectal Cancer Screening,Santa Monica,
51941,2016,CA,78.1,"(33.9487813673, -118.216507133)",Mammography,South Gate,
51942,2016,CA,66.3,"(38.030946409, -121.347547046)",Colorectal Cancer Screening,Stockton,
51943,2016,CA,76.5,"(37.5064389451, -120.8543057)",Mammography,Turlock,
51944,2016,CA,78.1,"(33.7751203584, -117.841237765)",Mammography,Santa Ana,
51945,2016,CA,86.3,"(34.371559958, -118.551317482)",Pap Smear Test,Santa Clarita,92736.0
51946,2016,CA,74.6,"(33.8441204162, -118.369753279)",Dental Visit,Torrance,
51947,2016,CA,,"(34.2273511141, -118.720379142)",Dental Visit,Simi Valley,
51948,2016,CA,6.4,"(33.8673706456, -118.317123112)",Teeth Loss,Torrance,
51949,2016,CA,32.9,"(33.8441204162, -118.369753279)",Sleep <7 hours,Torrance,
51950,2016,CA,36.8,"(33.9427499525, -118.18504721)",Sleep <7 hours,South Gate,
51951,2016,CA,64.7,"(38.3738516741, -121.972640244)",Dental Visit,Vacaville,
51952,2016,CA,7.8,"(34.4119039185, -118.503504698)",Teeth Loss,Santa Clarita,92736.0
51953,2016,CA,84.7,"(37.9575887027, -121.327720808)",Pap Smear Test,Stockton,
51954,2016,CA,31.2,"(37.5161594757, -120.877150988)",Core preventive services for older women,Turlock,
51955,2016,CA,83.4,"(34.450506048, -119.705826778)",Dental Visit,Santa Barbara,
51956,2016,CA,79.9,"(37.9670875557, -121.328072361)",Mammography,Stockton,
51957,2016,CA,34.8,"(34.430627991, -118.484420247)",Sleep <7 hours,Santa Clarita,92736.0
51958,2016,CA,37.3,"(38.323694518, -121.949147483)",Core preventive services for older men,Vacaville,
51959,2016,CA,52.6,"(37.5054562561, -120.842147125)",Dental Visit,Turlock,
51960,2016,CA,8.1,"(33.5183311005, -117.110436556)",Teeth Loss,Temecula,
51961,2016,CA,26.9,"(34.4083148951, -119.694852684)",Core preventive services for older men,Santa Barbara,
51962,2016,CA,41.6,"(34.9496290113, -120.444753106)",Colorectal Cancer Screening,Santa Maria,
51963,2016,CA,71.2,"(33.4805919537, -117.070008986)",Colorectal Cancer Screening,Temecula,
51964,2016,CA,65.7,"(33.8218914613, -118.355006664)",Colorectal Cancer Screening,Torrance,
51965,2016,CA,69.0,"(33.7439652196, -117.824613988)",Colorectal Cancer Screening,Tustin,86174.0
51966,2016,CA,38.3,"(37.3606846567, -121.972409029)",Core preventive services for older men,Santa Clara,123075.0
51967,2016,CA,6.7,"(34.3829540273, -118.511950733)",Teeth Loss,Santa Clarita,92736.0
51968,2016,CA,37.6,"(37.9766322679, -121.311121669)",Sleep <7 hours,Stockton,
51969,2016,CA,85.1,"(33.942567941, -118.168110231)",Pap Smear Test,South Gate,
51970,2016,CA,75.4,"(34.2096827, -118.81361725)",Colorectal Cancer Screening,Thousand Oaks,
51971,2016,CA,30.6,"(33.505931791, -117.165443875)",Core preventive services for older women,Temecula,
51972,2016,CA,82.3,"(34.4213008172, -119.646934382)",Dental Visit,Santa Barbara,
51973,2016,CA,21.9,"(33.9552551239, -118.214469249)",Core preventive services for older women,South Gate,
51974,2016,CA,23.9,"(34.0962129657, -117.639328396)",Core preventive services for older women,Upland,
51975,2016,CA,34.2,"(33.7054416584, -117.914049179)",Sleep <7 hours,Santa Ana,
51976,2016,CA,14.6,"(33.7751203584, -117.841237765)",Teeth Loss,Santa Ana,
51977,2016,CA,79.8,"(34.2770040199, -118.724170454)",Mammography,Simi Valley,
51978,2016,CA,69.6,"(34.9333735757, -120.443326954)",Mammography,Santa Maria,
51979,2016,CA,27.2,"(37.9626058957, -121.276838734)",Teeth Loss,Stockton,
51980,2016,CA,7.5,"(34.4450995502, -119.733243515)",Teeth Loss,Santa Barbara,
51981,2016,CA,85.1,"(34.2782375634, -118.801897572)",Pap Smear Test,Simi Valley,
51982,2016,CA,9.0,"(37.614713017, -122.022405191)",Teeth Loss,Union City,105975.0
51983,2016,CA,80.4,"(37.7578142522, -121.437508445)",Mammography,Tracy,101600.0
51984,2016,CA,39.1,"(37.5003227577, -120.825332777)",Core preventive services for older men,Turlock,
51985,2016,CA,39.0,"(33.9552551239, -118.214469249)",Sleep <7 hours,South Gate,
51986,2016,CA,37.8,"(33.8218914613, -118.355006664)",Core preventive services for older women,Torrance,
51987,2016,CA,76.6,"(38.477128686, -122.744927013)",Mammography,Santa Rosa,81086.0
51988,2016,CA,72.7,"(34.2498955376, -118.72262902)",Colorectal Cancer Screening,Simi Valley,
51989,2016,CA,65.8,"(38.0091130318, -121.362208127)",Dental Visit,Stockton,
51990,2016,CA,7.9,"(38.367339396, -122.008883368)",Teeth Loss,Vacaville,
51991,2016,CA,84.1,"(33.4712772285, -117.108851594)",Pap Smear Test,Temecula,
51992,2016,CA,83.5,"(34.4119039185, -118.503504698)",Pap Smear Test,Santa Clarita,92736.0
51993,2016,CA,7.7,"(34.2793635869, -118.686575575)",Teeth Loss,Simi Valley,
51994,2016,CA,68.4,"(38.3619367667, -121.996486472)",Colorectal Cancer Screening,Vacaville,
51995,2016,CA,29.9,"(37.3588303777, -122.009867997)",Sleep <7 hours,Sunnyvale,
51996,2016,CA,,"(37.9511109707, -121.357639548)",Pap Smear Test,Stockton,
51997,2016,CA,36.1,"(37.7200090827, -121.433799653)",Core preventive services for older women,Tracy,101600.0
51998,2016,CA,65.1,"(33.7679798677, -117.847751364)",Dental Visit,Santa Ana,
51999,2016,CA,81.6,"(37.9844935999, -121.324774781)",Pap Smear Test,Stockton,
52000,2016,CA,81.0,"(33.5116004153, -117.131493172)",Mammography,Temecula,
52001,2016,CA,73.9,"(37.5052158271, -120.858762412)",Mammography,Turlock,
52002,2016,CA,66.5,"(33.5040497405, -117.134207497)",Colorectal Cancer Screening,Temecula,
52003,2016,CA,,"(34.1865002225, -118.976638264)",Core preventive services for older men,Thousand Oaks,
52004,2016,CA,5.7,"(34.0231891612, -118.481563937)",Teeth Loss,Santa Monica,
52005,2016,CA,6.5,"(34.2598648139, -118.810509424)",Teeth Loss,Simi Valley,
52006,2016,CA,80.2,"(34.2334616932, -118.855191237)",Mammography,Thousand Oaks,
52007,2016,CA,33.4,"(34.3629968076, -118.527429725)",Sleep <7 hours,Santa Clarita,92736.0
52008,2016,CA,78.3,"(37.6003677346, -122.022520604)",Mammography,Union City,105975.0
52009,2016,CA,79.6,"(34.4450995502, -119.733243515)",Mammography,Santa Barbara,
52010,2016,CA,83.6,"(34.1364824101, -117.643699917)",Pap Smear Test,Upland,
52011,2016,CA,82.8,"(37.3448632278, -122.057115941)",Pap Smear Test,Sunnyvale,
52012,2016,CA,85.6,"(33.8068007815, -118.371204339)",Pap Smear Test,Torrance,
52013,2016,CA,20.5,"(37.9844935999, -121.324774781)",Teeth Loss,Stockton,
52014,2016,CA,70.0,"(38.4432316158, -122.758348069)",Colorectal Cancer Screening,Santa Rosa,81086.0
52015,2016,CA,78.1,"(33.7706408942, -117.896998761)",Pap Smear Test,Santa Ana,
52016,2016,CA,9.1,"(38.4785524166, -122.663879477)",Teeth Loss,Santa Rosa,81086.0
52017,2016,CA,71.6,"(33.5475415717, -117.114917605)",Dental Visit,Temecula,
52018,2016,CA,59.4,"(38.0213275339, -121.355940876)",Colorectal Cancer Screening,Stockton,
52019,2016,CA,30.1,"(34.0274085864, -118.497840174)",Sleep <7 hours,Santa Monica,
52020,2016,CA,83.2,"(37.3759191057, -122.040997316)",Pap Smear Test,Sunnyvale,
52021,2016,CA,5.8,"(34.1686448823, -118.946524558)",Teeth Loss,Thousand Oaks,
52022,2016,CA,41.8,"(37.8943869279, -121.253992913)",Sleep <7 hours,Stockton,
52023,2016,CA,75.2,"(34.4342484288, -119.710647759)",Colorectal Cancer Screening,Santa Barbara,
52024,2016,CA,57.6,"(34.9307366814, -120.427100114)",Colorectal Cancer Screening,Santa Maria,
52025,2016,CA,34.5,"(33.8530265758, -118.370282201)",Core preventive services for older men,Torrance,
52026,2016,CA,18.0,"(33.9506731054, -118.22410367)",Core preventive services for older men,South Gate,
52027,2016,CA,39.5,"(34.4524041045, -118.538453017)",Core preventive services for older women,Santa Clarita,92736.0
